"original_feature","seurat_feature","changed"
"RP11-867G2.6","RP11-867G2.6",FALSE
"AMOTL1","AMOTL1",FALSE
"RP11-856F16.2","RP11-856F16.2",FALSE
"CWC15","CWC15",FALSE
"KDM4D","KDM4D",FALSE
"KDM4E","KDM4E",FALSE
"ENDOD1","ENDOD1",FALSE
"RP11-712B9.2","RP11-712B9.2",FALSE
"SESN3","SESN3",FALSE
"RP11-338H14.1","RP11-338H14.1",FALSE
"RP11-644L4.1","RP11-644L4.1",FALSE
"FAM76B","FAM76B",FALSE
"CEP57","CEP57",FALSE
"MTMR2","MTMR2",FALSE
"MAML2","MAML2",FALSE
"CCDC82","CCDC82",FALSE
"JRKL","JRKL",FALSE
"JRKL-AS1","JRKL-AS1",FALSE
"RP11-49K4.2","RP11-49K4.2",FALSE
"RP11-360K13.1","RP11-360K13.1",FALSE
"RP11-882G5.1","RP11-882G5.1",FALSE
"RP11-379J13.2","RP11-379J13.2",FALSE
"RP11-115E19.1","RP11-115E19.1",FALSE
"RP11-99C10.1","RP11-99C10.1",FALSE
"CNTN5","CNTN5",FALSE
"CTD-2383M3.1","CTD-2383M3.1",FALSE
"ARHGAP42","ARHGAP42",FALSE
"TMEM133","TMEM133",FALSE
"PGR","PGR",FALSE
"TRPC6","TRPC6",FALSE
"ANGPTL5","ANGPTL5",FALSE
"KIAA1377","KIAA1377",FALSE
"C11orf70","C11orf70",FALSE
"YAP1","YAP1",FALSE
"RP11-864G5.3","RP11-864G5.3",FALSE
"BIRC3","BIRC3",FALSE
"BIRC2","BIRC2",FALSE
"TMEM123","TMEM123",FALSE
"RP11-315O6.1","RP11-315O6.1",FALSE
"RP11-315O6.2","RP11-315O6.2",FALSE
"MMP7","MMP7",FALSE
"MMP20","MMP20",FALSE
"RP11-817J15.2","RP11-817J15.2",FALSE
"RP11-817J15.3","RP11-817J15.3",FALSE
"MMP27","MMP27",FALSE
"MMP8","MMP8",FALSE
"MMP10","MMP10",FALSE
"MMP1","MMP1",FALSE
"MMP3","MMP3",FALSE
"MMP13","MMP13",FALSE
"DCUN1D5","DCUN1D5",FALSE
"DYNC2H1","DYNC2H1",FALSE
"RP11-563P16.1","RP11-563P16.1",FALSE
"PDGFD","PDGFD",FALSE
"RP11-617B3.2","RP11-617B3.2",FALSE
"DDI1","DDI1",FALSE
"RP11-886D15.1","RP11-886D15.1",FALSE
"CASP12","CASP12",FALSE
"CASP4","CASP4",FALSE
"CASP5","CASP5",FALSE
"CASP1","CASP1",FALSE
"CARD16","CARD16",FALSE
"CARD17","CARD17",FALSE
"CARD18","CARD18",FALSE
"RP11-94P11.4","RP11-94P11.4",FALSE
"GRIA4","GRIA4",FALSE
"MSANTD4","MSANTD4",FALSE
"KBTBD3","KBTBD3",FALSE
"AASDHPPT","AASDHPPT",FALSE
"RP11-677I18.3","RP11-677I18.3",FALSE
"RP11-677I18.4","RP11-677I18.4",FALSE
"GUCY1A2","GUCY1A2",FALSE
"RP11-819C21.1","RP11-819C21.1",FALSE
"CWF19L2","CWF19L2",FALSE
"ALKBH8","ALKBH8",FALSE
"ELMOD1","ELMOD1",FALSE
"AP000889.3","AP000889.3",FALSE
"SLN","SLN",FALSE
"AP002353.1","AP002353.1",FALSE
"AP001024.2","AP001024.2",FALSE
"AP001024.1","AP001024.1",FALSE
"SLC35F2","SLC35F2",FALSE
"RAB39A","RAB39A",FALSE
"CUL5","CUL5",FALSE
"RP11-144G7.2","RP11-144G7.2",FALSE
"ACAT1","ACAT1",FALSE
"NPAT","NPAT",FALSE
"ATM","ATM",FALSE
"AP001925.1","AP001925.1",FALSE
"C11orf65","C11orf65",FALSE
"KDELC2","KDELC2",FALSE
"EXPH5","EXPH5",FALSE
"DDX10","DDX10",FALSE
"RP11-25I9.2","RP11-25I9.2",FALSE
"RP11-708B6.2","RP11-708B6.2",FALSE
"C11orf87","C11orf87",FALSE
"RP11-262A12.1","RP11-262A12.1",FALSE
"ZC3H12C","ZC3H12C",FALSE
"RDX","RDX",FALSE
"RP11-347E10.1","RP11-347E10.1",FALSE
"FDX1","FDX1",FALSE
"ARHGAP20","ARHGAP20",FALSE
"RP11-89C3.3","RP11-89C3.3",FALSE
"RP11-89C3.4","RP11-89C3.4",FALSE
"C11orf53","C11orf53",FALSE
"COLCA1","COLCA1",FALSE
"COLCA2","COLCA2",FALSE
"POU2AF1","POU2AF1",FALSE
"RP11-794P6.3","RP11-794P6.3",FALSE
"RP11-794P6.2","RP11-794P6.2",FALSE
"BTG4","BTG4",FALSE
"RP11-794P6.6","RP11-794P6.6",FALSE
"C11orf88","C11orf88",FALSE
"LAYN","LAYN",FALSE
"SIK2","SIK2",FALSE
"PPP2R1B","PPP2R1B",FALSE
"RP11-108O10.2","RP11-108O10.2",FALSE
"ALG9","ALG9",FALSE
"ALG9.1","ALG9.1",FALSE
"FDXACB1","FDXACB1",FALSE
"C11orf1","C11orf1",FALSE
"CRYAB","CRYAB",FALSE
"HSPB2","HSPB2",FALSE
"HSPB2-C11orf52","HSPB2-C11orf52",FALSE
"C11orf52","C11orf52",FALSE
"DIXDC1","DIXDC1",FALSE
"DLAT","DLAT",FALSE
"PIH1D2","PIH1D2",FALSE
"C11orf57","C11orf57",FALSE
"TIMM8B","TIMM8B",FALSE
"SDHD","SDHD",FALSE
"SDHD.1","SDHD.1",FALSE
"IL18","IL18",FALSE
"RP11-356J5.4","RP11-356J5.4",FALSE
"TEX12","TEX12",FALSE
"AP002884.3","AP002884.3",FALSE
"BCO2","BCO2",FALSE
"PTS","PTS",FALSE
"PLET1","PLET1",FALSE
"AP002884.2","AP002884.2",FALSE
"RP11-65M17.3","RP11-65M17.3",FALSE
"RP11-65M17.1","RP11-65M17.1",FALSE
"RP11-27G22.1","RP11-27G22.1",FALSE
"RP11-629G13.1","RP11-629G13.1",FALSE
"NCAM1","NCAM1",FALSE
"NCAM1-AS1","NCAM1-AS1",FALSE
"RP11-839D17.3","RP11-839D17.3",FALSE
"TTC12","TTC12",FALSE
"ANKK1","ANKK1",FALSE
"RP11-159N11.3","RP11-159N11.3",FALSE
"DRD2","DRD2",FALSE
"TMPRSS5","TMPRSS5",FALSE
"ZW10","ZW10",FALSE
"RP11-667M19.2","RP11-667M19.2",FALSE
"CLDN25","CLDN25",FALSE
"USP28","USP28",FALSE
"RP11-667M19.10","RP11-667M19.10",FALSE
"HTR3B","HTR3B",FALSE
"HTR3A","HTR3A",FALSE
"ZBTB16","ZBTB16",FALSE
"RP11-64D24.2","RP11-64D24.2",FALSE
"NNMT","NNMT",FALSE
"RP11-64D24.4","RP11-64D24.4",FALSE
"C11orf71","C11orf71",FALSE
"RBM7","RBM7",FALSE
"RP11-212D19.4","RP11-212D19.4",FALSE
"REXO2","REXO2",FALSE
"NXPE1","NXPE1",FALSE
"NXPE4","NXPE4",FALSE
"NXPE2","NXPE2",FALSE
"CADM1","CADM1",FALSE
"AP000462.3","AP000462.3",FALSE
"AP000462.2","AP000462.2",FALSE
"RP11-136I14.2","RP11-136I14.2",FALSE
"RP11-136I14.5","RP11-136I14.5",FALSE
"AP000997.1","AP000997.1",FALSE
"AP000997.2","AP000997.2",FALSE
"AP000797.3","AP000797.3",FALSE
"LINC00900","LINC00900",FALSE
"AP000797.4","AP000797.4",FALSE
"AP001891.1","AP001891.1",FALSE
"AP000770.1","AP000770.1",FALSE
"BUD13","BUD13",FALSE
"AP006216.10","AP006216.10",FALSE
"AP006216.11","AP006216.11",FALSE
"ZNF259","ZNF259",FALSE
"APOA5","APOA5",FALSE
"AP006216.5","AP006216.5",FALSE
"APOA4","APOA4",FALSE
"APOC3","APOC3",FALSE
"APOA1","APOA1",FALSE
"APOA1-AS","APOA1-AS",FALSE
"SIK3","SIK3",FALSE
"AP000936.4","AP000936.4",FALSE
"PAFAH1B2","PAFAH1B2",FALSE
"SIDT2","SIDT2",FALSE
"TAGLN","TAGLN",FALSE
"PCSK7","PCSK7",FALSE
"RNF214","RNF214",FALSE
"BACE1","BACE1",FALSE
"CEP164","CEP164",FALSE
"AP000892.4","AP000892.4",FALSE
"DSCAML1","DSCAML1",FALSE
"RP11-35P15.1","RP11-35P15.1",FALSE
"FXYD2","FXYD2",FALSE
"RP11-728F11.3","RP11-728F11.3",FALSE
"FXYD6-FXYD2","FXYD6-FXYD2",FALSE
"RP11-728F11.4","RP11-728F11.4",FALSE
"FXYD6","FXYD6",FALSE
"TMPRSS13","TMPRSS13",FALSE
"IL10RA","IL10RA",FALSE
"TMPRSS4-AS1","TMPRSS4-AS1",FALSE
"TMPRSS4","TMPRSS4",FALSE
"SCN4B","SCN4B",FALSE
"SCN2B","SCN2B",FALSE
"AMICA1","AMICA1",FALSE
"MPZL3","MPZL3",FALSE
"MPZL2","MPZL2",FALSE
"CD3E","CD3E",FALSE
"CD3D","CD3D",FALSE
"CD3G","CD3G",FALSE
"UBE4A","UBE4A",FALSE
"RP11-770J1.5","RP11-770J1.5",FALSE
"ATP5L","ATP5L",FALSE
"RP11-770J1.4","RP11-770J1.4",FALSE
"KMT2A","KMT2A",FALSE
"RP11-770J1.3","RP11-770J1.3",FALSE
"TTC36","TTC36",FALSE
"TMEM25","TMEM25",FALSE
"IFT46","IFT46",FALSE
"ARCN1","ARCN1",FALSE
"PHLDB1","PHLDB1",FALSE
"AP002954.3","AP002954.3",FALSE
"TREH","TREH",FALSE
"AP002954.4","AP002954.4",FALSE
"DDX6","DDX6",FALSE
"CXCR5","CXCR5",FALSE
"RP11-158I9.5","RP11-158I9.5",FALSE
"BCL9L","BCL9L",FALSE
"UPK2","UPK2",FALSE
"RP11-158I9.7","RP11-158I9.7",FALSE
"FOXR1","FOXR1",FALSE
"RP11-110I1.12","RP11-110I1.12",FALSE
"CCDC84","CCDC84",FALSE
"RP11-110I1.11","RP11-110I1.11",FALSE
"RPS25","RPS25",FALSE
"TRAPPC4","TRAPPC4",FALSE
"SLC37A4","SLC37A4",FALSE
"RP11-110I1.6","RP11-110I1.6",FALSE
"HYOU1","HYOU1",FALSE
"RP11-110I1.14","RP11-110I1.14",FALSE
"RP11-110I1.13","RP11-110I1.13",FALSE
"VPS11","VPS11",FALSE
"HMBS","HMBS",FALSE
"H2AFX","H2AFX",FALSE
"DPAGT1","DPAGT1",FALSE
"C2CD2L","C2CD2L",FALSE
"HINFP","HINFP",FALSE
"ABCG4","ABCG4",FALSE
"AP002956.1","AP002956.1",FALSE
"NLRX1","NLRX1",FALSE
"PDZD3","PDZD3",FALSE
"CCDC153","CCDC153",FALSE
"CBL","CBL",FALSE
"MCAM","MCAM",FALSE
"RNF26","RNF26",FALSE
"RP11-334E6.10","RP11-334E6.10",FALSE
"C1QTNF5","C1QTNF5",FALSE
"MFRP","MFRP",FALSE
"MFRP.1","MFRP.1",FALSE
"USP2","USP2",FALSE
"RP11-334E6.3","RP11-334E6.3",FALSE
"USP2-AS1","USP2-AS1",FALSE
"THY1","THY1",FALSE
"RP11-196E1.3","RP11-196E1.3",FALSE
"PVRL1","PVRL1",FALSE
"CTD-2523D13.1","CTD-2523D13.1",FALSE
"CTD-2523D13.2","CTD-2523D13.2",FALSE
"RP11-831A10.2","RP11-831A10.2",FALSE
"RP11-831A10.1","RP11-831A10.1",FALSE
"TRIM29","TRIM29",FALSE
"AP000679.2","AP000679.2",FALSE
"OAF","OAF",FALSE
"POU2F3","POU2F3",FALSE
"RP11-778O17.4","RP11-778O17.4",FALSE
"TMEM136","TMEM136",FALSE
"ARHGEF12","ARHGEF12",FALSE
"AP000758.1","AP000758.1",FALSE
"GRIK4","GRIK4",FALSE
"AP002348.1","AP002348.1",FALSE
"RP11-640N11.2","RP11-640N11.2",FALSE
"TBCEL","TBCEL",FALSE
"TECTA","TECTA",FALSE
"SC5D","SC5D",FALSE
"RP11-730K11.1","RP11-730K11.1",FALSE
"SORL1","SORL1",FALSE
"BLID","BLID",FALSE
"RP11-716H6.1","RP11-716H6.1",FALSE
"RP11-716H6.2","RP11-716H6.2",FALSE
"UBASH3B","UBASH3B",FALSE
"CRTAM","CRTAM",FALSE
"C11orf63","C11orf63",FALSE
"BSX","BSX",FALSE
"HSPA8","HSPA8",FALSE
"CLMP","CLMP",FALSE
"CTD-2216M2.1","CTD-2216M2.1",FALSE
"RP11-109E10.1","RP11-109E10.1",FALSE
"AP000783.1","AP000783.1",FALSE
"LINC01059","LINC01059",FALSE
"GRAMD1B","GRAMD1B",FALSE
"SCN3B","SCN3B",FALSE
"RP11-634B22.4","RP11-634B22.4",FALSE
"ZNF202","ZNF202",FALSE
"OR6X1","OR6X1",FALSE
"OR6M1","OR6M1",FALSE
"TMEM225","TMEM225",FALSE
"OR8D4","OR8D4",FALSE
"OR4D5","OR4D5",FALSE
"OR6T1","OR6T1",FALSE
"OR10S1","OR10S1",FALSE
"OR10G6","OR10G6",FALSE
"OR10G4","OR10G4",FALSE
"OR10G9","OR10G9",FALSE
"OR10G8","OR10G8",FALSE
"OR10G7","OR10G7",FALSE
"VWA5A","VWA5A",FALSE
"OR10D3","OR10D3",FALSE
"OR8G5","OR8G5",FALSE
"OR8D1","OR8D1",FALSE
"OR8D2","OR8D2",FALSE
"OR8B2","OR8B2",FALSE
"OR8B3","OR8B3",FALSE
"OR8B4","OR8B4",FALSE
"OR8B8","OR8B8",FALSE
"OR8B12","OR8B12",FALSE
"OR8A1","OR8A1",FALSE
"PANX3","PANX3",FALSE
"TBRG1","TBRG1",FALSE
"SIAE","SIAE",FALSE
"SPA17","SPA17",FALSE
"NRGN","NRGN",FALSE
"RP11-677M14.2","RP11-677M14.2",FALSE
"VSIG2","VSIG2",FALSE
"ESAM","ESAM",FALSE
"RP11-677M14.3","RP11-677M14.3",FALSE
"MSANTD2","MSANTD2",FALSE
"RP11-677M14.7","RP11-677M14.7",FALSE
"ROBO3","ROBO3",FALSE
"RP11-664I21.5","RP11-664I21.5",FALSE
"ROBO4","ROBO4",FALSE
"RP11-664I21.6","RP11-664I21.6",FALSE
"HEPACAM","HEPACAM",FALSE
"HEPN1","HEPN1",FALSE
"CCDC15","CCDC15",FALSE
"SLC37A2","SLC37A2",FALSE
"TMEM218","TMEM218",FALSE
"RP11-687M24.4","RP11-687M24.4",FALSE
"RP11-687M24.5","RP11-687M24.5",FALSE
"PKNOX2","PKNOX2",FALSE
"RP11-687M24.8","RP11-687M24.8",FALSE
"FEZ1","FEZ1",FALSE
"AP000708.1","AP000708.1",FALSE
"EI24","EI24",FALSE
"STT3A-AS1","STT3A-AS1",FALSE
"STT3A","STT3A",FALSE
"CHEK1","CHEK1",FALSE
"ACRV1","ACRV1",FALSE
"PATE1","PATE1",FALSE
"PATE2","PATE2",FALSE
"PATE3","PATE3",FALSE
"PATE4","PATE4",FALSE
"RP11-680F20.10","RP11-680F20.10",FALSE
"HYLS1","HYLS1",FALSE
"PUS3","PUS3",FALSE
"RP11-680F20.9","RP11-680F20.9",FALSE
"DDX25","DDX25",FALSE
"RP11-680F20.11","RP11-680F20.11",FALSE
"RP11-680F20.5","RP11-680F20.5",FALSE
"RP11-680F20.4","RP11-680F20.4",FALSE
"RP11-680F20.6","RP11-680F20.6",FALSE
"CDON","CDON",FALSE
"RP11-680F20.12","RP11-680F20.12",FALSE
"RP11-673E11.2","RP11-673E11.2",FALSE
"RP11-50B3.2","RP11-50B3.2",FALSE
"RPUSD4","RPUSD4",FALSE
"RP11-50B3.4","RP11-50B3.4",FALSE
"FAM118B","FAM118B",FALSE
"SRPR","SRPR",FALSE
"FOXRED1","FOXRED1",FALSE
"TIRAP","TIRAP",FALSE
"RP11-712L6.7","RP11-712L6.7",FALSE
"RP11-712L6.5","RP11-712L6.5",FALSE
"DCPS","DCPS",FALSE
"ST3GAL4","ST3GAL4",FALSE
"KIRREL3","KIRREL3",FALSE
"KIRREL3-AS1","KIRREL3-AS1",FALSE
"RP11-115C10.1","RP11-115C10.1",FALSE
"RP11-688I9.4","RP11-688I9.4",FALSE
"KIRREL3-AS2","KIRREL3-AS2",FALSE
"RP11-688I9.2","RP11-688I9.2",FALSE
"KIRREL3-AS3","KIRREL3-AS3",FALSE
"RP11-168K9.1","RP11-168K9.1",FALSE
"RP11-168K9.2","RP11-168K9.2",FALSE
"CTD-2234N14.2","CTD-2234N14.2",FALSE
"CTD-2234N14.1","CTD-2234N14.1",FALSE
"RP11-480C22.1","RP11-480C22.1",FALSE
"RP11-702B10.2","RP11-702B10.2",FALSE
"RP11-702B10.1","RP11-702B10.1",FALSE
"ETS1","ETS1",FALSE
"RP11-1007G5.2","RP11-1007G5.2",FALSE
"RP11-264E20.2","RP11-264E20.2",FALSE
"RP11-264E20.1","RP11-264E20.1",FALSE
"RP11-744N12.3","RP11-744N12.3",FALSE
"FLI1","FLI1",FALSE
"SENCR","SENCR",FALSE
"KCNJ1","KCNJ1",FALSE
"KCNJ5","KCNJ5",FALSE
"C11orf45","C11orf45",FALSE
"TP53AIP1","TP53AIP1",FALSE
"ARHGAP32","ARHGAP32",FALSE
"BARX2","BARX2",FALSE
"TMEM45B","TMEM45B",FALSE
"NFRKB","NFRKB",FALSE
"PRDM10","PRDM10",FALSE
"LINC00167","LINC00167",FALSE
"AP003041.2","AP003041.2",FALSE
"APLP2","APLP2",FALSE
"ST14","ST14",FALSE
"ZBTB44","ZBTB44",FALSE
"RP11-121M22.1","RP11-121M22.1",FALSE
"ADAMTS8","ADAMTS8",FALSE
"ADAMTS15","ADAMTS15",FALSE
"C11orf44","C11orf44",FALSE
"RP11-890B15.2","RP11-890B15.2",FALSE
"RP11-890B15.3","RP11-890B15.3",FALSE
"SNX19","SNX19",FALSE
"AP002856.4","AP002856.4",FALSE
"AP002856.6","AP002856.6",FALSE
"AP002856.7","AP002856.7",FALSE
"AP002856.5","AP002856.5",FALSE
"NTM","NTM",FALSE
"AP003025.2","AP003025.2",FALSE
"RP11-217L21.1","RP11-217L21.1",FALSE
"AP003039.3","AP003039.3",FALSE
"AP004372.1","AP004372.1",FALSE
"RP11-697E14.2","RP11-697E14.2",FALSE
"OPCML","OPCML",FALSE
"RP11-448P19.1","RP11-448P19.1",FALSE
"SPATA19","SPATA19",FALSE
"IGSF9B","IGSF9B",FALSE
"RP11-713P17.5","RP11-713P17.5",FALSE
"RP11-713P17.3","RP11-713P17.3",FALSE
"RP11-713P17.4","RP11-713P17.4",FALSE
"JAM3","JAM3",FALSE
"NCAPD3","NCAPD3",FALSE
"RP11-700F16.3","RP11-700F16.3",FALSE
"VPS26B","VPS26B",FALSE
"THYN1","THYN1",FALSE
"ACAD8","ACAD8",FALSE
"GLB1L3","GLB1L3",FALSE
"GLB1L2","GLB1L2",FALSE
"B3GAT1","B3GAT1",FALSE
"AP004550.1","AP004550.1",FALSE
"RP11-469N6.3","RP11-469N6.3",FALSE
"RP11-469N6.2","RP11-469N6.2",FALSE
"RP11-469N6.1","RP11-469N6.1",FALSE
"RP11-555G19.1","RP11-555G19.1",FALSE
"AP003062.1","AP003062.1",FALSE
"AP005135.2","AP005135.2",FALSE
"RP11-598F7.1","RP11-598F7.1",FALSE
"AC026369.1","AC026369.1",FALSE
"FAM138D","FAM138D",FALSE
"IQSEC3","IQSEC3",FALSE
"RP11-598F7.3","RP11-598F7.3",FALSE
"RP11-598F7.4","RP11-598F7.4",FALSE
"RP11-598F7.5","RP11-598F7.5",FALSE
"RP11-598F7.6","RP11-598F7.6",FALSE
"SLC6A12","SLC6A12",FALSE
"RP11-283I3.1","RP11-283I3.1",FALSE
"RP11-283I3.2","RP11-283I3.2",FALSE
"SLC6A13","SLC6A13",FALSE
"KDM5A","KDM5A",FALSE
"CCDC77","CCDC77",FALSE
"B4GALNT3","B4GALNT3",FALSE
"NINJ2","NINJ2",FALSE
"RP5-1154L15.1","RP5-1154L15.1",FALSE
"RP11-218M22.1","RP11-218M22.1",FALSE
"RP11-218M22.2","RP11-218M22.2",FALSE
"WNK1","WNK1",FALSE
"RAD52","RAD52",FALSE
"RP11-359B12.2","RP11-359B12.2",FALSE
"ERC1","ERC1",FALSE
"RP5-951N9.1","RP5-951N9.1",FALSE
"LINC00942","LINC00942",FALSE
"WNT5B","WNT5B",FALSE
"FBXL14","FBXL14",FALSE
"ADIPOR2","ADIPOR2",FALSE
"CACNA2D4","CACNA2D4",FALSE
"LRTM2","LRTM2",FALSE
"RP5-1096D14.3","RP5-1096D14.3",FALSE
"LINC00940","LINC00940",FALSE
"DCP1B","DCP1B",FALSE
"CACNA1C","CACNA1C",FALSE
"RP5-1096D14.6","RP5-1096D14.6",FALSE
"CACNA1C-AS4","CACNA1C-AS4",FALSE
"CACNA1C-AS3","CACNA1C-AS3",FALSE
"CACNA1C-AS2","CACNA1C-AS2",FALSE
"CACNA1C-AS1","CACNA1C-AS1",FALSE
"RP11-885B4.1","RP11-885B4.1",FALSE
"RP11-885B4.2","RP11-885B4.2",FALSE
"FKBP4","FKBP4",FALSE
"RP4-816N1.6","RP4-816N1.6",FALSE
"RP4-816N1.7","RP4-816N1.7",FALSE
"ITFG2","ITFG2",FALSE
"NRIP2","NRIP2",FALSE
"AC005841.1","AC005841.1",FALSE
"FOXM1","FOXM1",FALSE
"RHNO1","RHNO1",FALSE
"TULP3","TULP3",FALSE
"TEAD4","TEAD4",FALSE
"TSPAN9","TSPAN9",FALSE
"RP5-1063M23.1","RP5-1063M23.1",FALSE
"RP5-1063M23.2","RP5-1063M23.2",FALSE
"RP11-476M19.2","RP11-476M19.2",FALSE
"PRMT8","PRMT8",FALSE
"RP11-476M19.3","RP11-476M19.3",FALSE
"EFCAB4B","EFCAB4B",FALSE
"PARP11","PARP11",FALSE
"RP11-664D1.1","RP11-664D1.1",FALSE
"RP11-320N7.2","RP11-320N7.2",FALSE
"CCND2-AS1","CCND2-AS1",FALSE
"CCND2-AS2","CCND2-AS2",FALSE
"CCND2","CCND2",FALSE
"C12orf5","C12orf5",FALSE
"FGF23","FGF23",FALSE
"FGF6","FGF6",FALSE
"C12orf4","C12orf4",FALSE
"RAD51AP1","RAD51AP1",FALSE
"DYRK4","DYRK4",FALSE
"RP11-500M8.7","RP11-500M8.7",FALSE
"AKAP3","AKAP3",FALSE
"NDUFA9","NDUFA9",FALSE
"RP11-234B24.6","RP11-234B24.6",FALSE
"RP11-234B24.2","RP11-234B24.2",FALSE
"GALNT8","GALNT8",FALSE
"RP11-234B24.4","RP11-234B24.4",FALSE
"KCNA6","KCNA6",FALSE
"KCNA1","KCNA1",FALSE
"RP11-429A20.3","RP11-429A20.3",FALSE
"RP11-429A20.4","RP11-429A20.4",FALSE
"KCNA5","KCNA5",FALSE
"RP11-319E16.1","RP11-319E16.1",FALSE
"RP11-1038A11.3","RP11-1038A11.3",FALSE
"RP11-319E16.2","RP11-319E16.2",FALSE
"RP11-1038A11.2","RP11-1038A11.2",FALSE
"RP11-1038A11.1","RP11-1038A11.1",FALSE
"NTF3","NTF3",FALSE
"ANO2","ANO2",FALSE
"VWF","VWF",FALSE
"RP3-454B23.1","RP3-454B23.1",FALSE
"CD9","CD9",FALSE
"PLEKHG6","PLEKHG6",FALSE
"TNFRSF1A","TNFRSF1A",FALSE
"SCNN1A","SCNN1A",FALSE
"LTBR","LTBR",FALSE
"RP1-102E24.8","RP1-102E24.8",FALSE
"CD27-AS1","CD27-AS1",FALSE
"CD27","CD27",FALSE
"TAPBPL","TAPBPL",FALSE
"VAMP1","VAMP1",FALSE
"MRPL51","MRPL51",FALSE
"NCAPD2","NCAPD2",FALSE
"RP5-940J5.3","RP5-940J5.3",FALSE
"GAPDH","GAPDH",FALSE
"RP5-940J5.9","RP5-940J5.9",FALSE
"IFFO1","IFFO1",FALSE
"RP5-940J5.8","RP5-940J5.8",FALSE
"NOP2","NOP2",FALSE
"CHD4","CHD4",FALSE
"RP5-940J5.6","RP5-940J5.6",FALSE
"LPAR5","LPAR5",FALSE
"ACRBP","ACRBP",FALSE
"ING4","ING4",FALSE
"RP4-761J14.8","RP4-761J14.8",FALSE
"ZNF384","ZNF384",FALSE
"PIANP","PIANP",FALSE
"RP4-761J14.9","RP4-761J14.9",FALSE
"COPS7A","COPS7A",FALSE
"RP4-761J14.10","RP4-761J14.10",FALSE
"MLF2","MLF2",FALSE
"PTMS","PTMS",FALSE
"LAG3","LAG3",FALSE
"CD4","CD4",FALSE
"GPR162","GPR162",FALSE
"GNB3","GNB3",FALSE
"CDCA3","CDCA3",FALSE
"USP5","USP5",FALSE
"TPI1","TPI1",FALSE
"SPSB2","SPSB2",FALSE
"LRRC23","LRRC23",FALSE
"ENO2","ENO2",FALSE
"ATN1","ATN1",FALSE
"C12orf57","C12orf57",FALSE
"U47924.31","U47924.31",FALSE
"PTPN6","PTPN6",FALSE
"EMG1","EMG1",FALSE
"U47924.27","U47924.27",FALSE
"U47924.29","U47924.29",FALSE
"PHB2","PHB2",FALSE
"LPCAT3","LPCAT3",FALSE
"U47924.30","U47924.30",FALSE
"C1S","C1S",FALSE
"C1R","C1R",FALSE
"C1RL","C1RL",FALSE
"C1RL-AS1","C1RL-AS1",FALSE
"RBP5","RBP5",FALSE
"RP11-273B20.1","RP11-273B20.1",FALSE
"CLSTN3","CLSTN3",FALSE
"RP11-273B20.3","RP11-273B20.3",FALSE
"PEX5","PEX5",FALSE
"ACSM4","ACSM4",FALSE
"CD163L1","CD163L1",FALSE
"CD163","CD163",FALSE
"APOBEC1","APOBEC1",FALSE
"GDF3","GDF3",FALSE
"DPPA3","DPPA3",FALSE
"CLEC4C","CLEC4C",FALSE
"NANOGNB","NANOGNB",FALSE
"NANOG","NANOG",FALSE
"SLC2A14","SLC2A14",FALSE
"SLC2A3","SLC2A3",FALSE
"FOXJ2","FOXJ2",FALSE
"C3AR1","C3AR1",FALSE
"NECAP1","NECAP1",FALSE
"CLEC4A","CLEC4A",FALSE
"ZNF705A","ZNF705A",FALSE
"FAM66C","FAM66C",FALSE
"FAM90A1","FAM90A1",FALSE
"RP11-266K4.9","RP11-266K4.9",FALSE
"LINC00937","LINC00937",FALSE
"RP11-90D4.3","RP11-90D4.3",FALSE
"CLEC6A","CLEC6A",FALSE
"CLEC4D","CLEC4D",FALSE
"CLEC4E","CLEC4E",FALSE
"RP11-561P12.5","RP11-561P12.5",FALSE
"AICDA","AICDA",FALSE
"MFAP5","MFAP5",FALSE
"RP11-20D14.3","RP11-20D14.3",FALSE
"RIMKLB","RIMKLB",FALSE
"A2ML1-AS1","A2ML1-AS1",FALSE
"RP11-20D14.6","RP11-20D14.6",FALSE
"A2ML1-AS2","A2ML1-AS2",FALSE
"A2ML1","A2ML1",FALSE
"PHC1","PHC1",FALSE
"M6PR","M6PR",FALSE
"KLRG1","KLRG1",FALSE
"RP11-259O18.4","RP11-259O18.4",FALSE
"A2M-AS1","A2M-AS1",FALSE
"A2M","A2M",FALSE
"PZP","PZP",FALSE
"LINC00987","LINC00987",FALSE
"RP11-118B22.4","RP11-118B22.4",FALSE
"RP13-735L24.1","RP13-735L24.1",FALSE
"KLRB1","KLRB1",FALSE
"RP11-705C15.4","RP11-705C15.4",FALSE
"CLEC2D","CLEC2D",FALSE
"RP11-75L1.1","RP11-75L1.1",FALSE
"CLECL1","CLECL1",FALSE
"CD69","CD69",FALSE
"KLRF1","KLRF1",FALSE
"CLEC2B","CLEC2B",FALSE
"RP11-290C10.1","RP11-290C10.1",FALSE
"KLRF2","KLRF2",FALSE
"CLEC2A","CLEC2A",FALSE
"AC091814.2","AC091814.2",FALSE
"AC091814.3","AC091814.3",FALSE
"CLEC12A","CLEC12A",FALSE
"CLEC1B","CLEC1B",FALSE
"CLEC12B","CLEC12B",FALSE
"RP11-133L14.5","RP11-133L14.5",FALSE
"CLEC9A","CLEC9A",FALSE
"CLEC1A","CLEC1A",FALSE
"CLEC7A","CLEC7A",FALSE
"OLR1","OLR1",FALSE
