"original_feature","seurat_feature","changed"
"AP001350.1","AP001350.1",FALSE
"CNTF","CNTF",FALSE
"GLYAT","GLYAT",FALSE
"GLYATL2","GLYATL2",FALSE
"GLYATL1","GLYATL1",FALSE
"AP001652.1","AP001652.1",FALSE
"RP11-780O24.2","RP11-780O24.2",FALSE
"RP11-142C4.6","RP11-142C4.6",FALSE
"FAM111B","FAM111B",FALSE
"AP001258.4","AP001258.4",FALSE
"FAM111A","FAM111A",FALSE
"DTX4","DTX4",FALSE
"MPEG1","MPEG1",FALSE
"RP11-1036E20.9","RP11-1036E20.9",FALSE
"OR5AN1","OR5AN1",FALSE
"OR5A2","OR5A2",FALSE
"OR5A1","OR5A1",FALSE
"OR4D6","OR4D6",FALSE
"OR4D10","OR4D10",FALSE
"OR4D11","OR4D11",FALSE
"OR4D9","OR4D9",FALSE
"AP000442.4","AP000442.4",FALSE
"OSBP","OSBP",FALSE
"AP000442.1","AP000442.1",FALSE
"PATL1","PATL1",FALSE
"AP000640.2","AP000640.2",FALSE
"OR10V1","OR10V1",FALSE
"STX3","STX3",FALSE
"AP000640.10","AP000640.10",FALSE
"MRPL16","MRPL16",FALSE
"GIF","GIF",FALSE
"TCN1","TCN1",FALSE
"OOSP1","OOSP1",FALSE
"RP11-736I10.1","RP11-736I10.1",FALSE
"OOSP2","OOSP2",FALSE
"MS4A3","MS4A3",FALSE
"MS4A2","MS4A2",FALSE
"AP001257.1","AP001257.1",FALSE
"MS4A6A","MS4A6A",FALSE
"MS4A4E","MS4A4E",FALSE
"MS4A4A","MS4A4A",FALSE
"MS4A6E","MS4A6E",FALSE
"MS4A7","MS4A7",FALSE
"MS4A14","MS4A14",FALSE
"MS4A5","MS4A5",FALSE
"MS4A1","MS4A1",FALSE
"MS4A12","MS4A12",FALSE
"MS4A13","MS4A13",FALSE
"LINC00301","LINC00301",FALSE
"MS4A8","MS4A8",FALSE
"MS4A18","MS4A18",FALSE
"MS4A15","MS4A15",FALSE
"MS4A10","MS4A10",FALSE
"RP11-804A23.1","RP11-804A23.1",FALSE
"RP11-804A23.2","RP11-804A23.2",FALSE
"RP11-804A23.4","RP11-804A23.4",FALSE
"CCDC86","CCDC86",FALSE
"PTGDR2","PTGDR2",FALSE
"ZP1","ZP1",FALSE
"PRPF19","PRPF19",FALSE
"RP11-881M11.2","RP11-881M11.2",FALSE
"RP11-881M11.1","RP11-881M11.1",FALSE
"TMEM109","TMEM109",FALSE
"RP11-881M11.4","RP11-881M11.4",FALSE
"TMEM132A","TMEM132A",FALSE
"SLC15A3","SLC15A3",FALSE
"CD6","CD6",FALSE
"RP11-881M11.8","RP11-881M11.8",FALSE
"CD5","CD5",FALSE
"VPS37C","VPS37C",FALSE
"PGA3","PGA3",FALSE
"PGA4","PGA4",FALSE
"PGA5","PGA5",FALSE
"VWCE","VWCE",FALSE
"DDB1","DDB1",FALSE
"DAK","DAK",FALSE
"CYB561A3","CYB561A3",FALSE
"TMEM138","TMEM138",FALSE
"TMEM216","TMEM216",FALSE
"CPSF7","CPSF7",FALSE
"RP11-286N22.8","RP11-286N22.8",FALSE
"SDHAF2","SDHAF2",FALSE
"PPP1R32","PPP1R32",FALSE
"RP11-286N22.10","RP11-286N22.10",FALSE
"LRRC10B","LRRC10B",FALSE
"SYT7","SYT7",FALSE
"RP11-794G24.1","RP11-794G24.1",FALSE
"RP11-855O10.2","RP11-855O10.2",FALSE
"RP11-855O10.3","RP11-855O10.3",FALSE
"DAGLA","DAGLA",FALSE
"RP11-467L20.10","RP11-467L20.10",FALSE
"MYRF","MYRF",FALSE
"TMEM258","TMEM258",FALSE
"FEN1","FEN1",FALSE
"FADS2","FADS2",FALSE
"FADS1","FADS1",FALSE
"FADS3","FADS3",FALSE
"RAB3IL1","RAB3IL1",FALSE
"BEST1","BEST1",FALSE
"FTH1","FTH1",FALSE
"AP003733.1","AP003733.1",FALSE
"RP11-810P12.5","RP11-810P12.5",FALSE
"INCENP","INCENP",FALSE
"SCGB1D1","SCGB1D1",FALSE
"SCGB2A1","SCGB2A1",FALSE
"RP11-703H8.9","RP11-703H8.9",FALSE
"SCGB1D2","SCGB1D2",FALSE
"SCGB2A2","SCGB2A2",FALSE
"SCGB1D4","SCGB1D4",FALSE
"RP11-703H8.7","RP11-703H8.7",FALSE
"ASRGL1","ASRGL1",FALSE
"CTD-2531D15.5","CTD-2531D15.5",FALSE
"SCGB1A1","SCGB1A1",FALSE
"CTD-2531D15.4","CTD-2531D15.4",FALSE
"AHNAK","AHNAK",FALSE
"RP11-864I4.3","RP11-864I4.3",FALSE
"RP11-864I4.4","RP11-864I4.4",FALSE
"EEF1G","EEF1G",FALSE
"MIR3654","MIR3654",FALSE
"TUT1","TUT1",FALSE
"MTA2","MTA2",FALSE
"EML3","EML3",FALSE
"RP11-831H9.3","RP11-831H9.3",FALSE
"ROM1","ROM1",FALSE
"B3GAT3","B3GAT3",FALSE
"GANAB","GANAB",FALSE
"INTS5","INTS5",FALSE
"RP11-831H9.11","RP11-831H9.11",FALSE
"C11orf48","C11orf48",FALSE
"METTL12","METTL12",FALSE
"C11orf83","C11orf83",FALSE
"UBXN1","UBXN1",FALSE
"LRRN4CL","LRRN4CL",FALSE
"HNRNPUL2-BSCL2","HNRNPUL2-BSCL2",FALSE
"BSCL2","BSCL2",FALSE
"GNG3","GNG3",FALSE
"HNRNPUL2","HNRNPUL2",FALSE
"TTC9C","TTC9C",FALSE
"ZBTB3","ZBTB3",FALSE
"POLR2G","POLR2G",FALSE
"RP11-727F15.11","RP11-727F15.11",FALSE
"TAF6L","TAF6L",FALSE
"TMEM223","TMEM223",FALSE
"RP11-727F15.12","RP11-727F15.12",FALSE
"TMEM179B","TMEM179B",FALSE
"NXF1","NXF1",FALSE
"STX5","STX5",FALSE
"RP11-727F15.9","RP11-727F15.9",FALSE
"WDR74","WDR74",FALSE
"SLC3A2","SLC3A2",FALSE
"CHRM1","CHRM1",FALSE
"AP000438.2","AP000438.2",FALSE
"SLC22A6","SLC22A6",FALSE
"SLC22A8","SLC22A8",FALSE
"SLC22A24","SLC22A24",FALSE
"SLC22A10","SLC22A10",FALSE
"SLC22A25","SLC22A25",FALSE
"SLC22A9","SLC22A9",FALSE
"HRASLS5","HRASLS5",FALSE
"LGALS12","LGALS12",FALSE
"RARRES3","RARRES3",FALSE
"HRASLS2","HRASLS2",FALSE
"PLA2G16","PLA2G16",FALSE
"RP11-697H9.3","RP11-697H9.3",FALSE
"ATL3","ATL3",FALSE
"RP11-697H9.2","RP11-697H9.2",FALSE
"RTN3","RTN3",FALSE
"C11orf95","C11orf95",FALSE
"RP11-466C23.4","RP11-466C23.4",FALSE
"C11orf84","C11orf84",FALSE
"MARK2","MARK2",FALSE
"RCOR2","RCOR2",FALSE
"NAA40","NAA40",FALSE
"COX8A","COX8A",FALSE
"AP000721.4","AP000721.4",FALSE
"OTUB1","OTUB1",FALSE
"MACROD1","MACROD1",FALSE
"RP11-21A7A.2","RP11-21A7A.2",FALSE
"RP11-21A7A.4","RP11-21A7A.4",FALSE
"FLRT1","FLRT1",FALSE
"RP11-21A7A.3","RP11-21A7A.3",FALSE
"STIP1","STIP1",FALSE
"FERMT3","FERMT3",FALSE
"TRPT1","TRPT1",FALSE
"NUDT22","NUDT22",FALSE
"RP11-783K16.14","RP11-783K16.14",FALSE
"DNAJC4","DNAJC4",FALSE
"VEGFB","VEGFB",FALSE
"FKBP2","FKBP2",FALSE
"PPP1R14B","PPP1R14B",FALSE
"RP11-783K16.5","RP11-783K16.5",FALSE
"RP11-783K16.13","RP11-783K16.13",FALSE
"PLCB3","PLCB3",FALSE
"BAD","BAD",FALSE
"GPR137","GPR137",FALSE
"KCNK4","KCNK4",FALSE
"TEX40","TEX40",FALSE
"ESRRA","ESRRA",FALSE
"TRMT112","TRMT112",FALSE
"PRDX5","PRDX5",FALSE
"AP003774.1","AP003774.1",FALSE
"CCDC88B","CCDC88B",FALSE
"RPS6KA4","RPS6KA4",FALSE
"AP003774.6","AP003774.6",FALSE
"AP003774.5","AP003774.5",FALSE
"AP003774.4","AP003774.4",FALSE
"AP005273.1","AP005273.1",FALSE
"SLC22A11","SLC22A11",FALSE
"SLC22A12","SLC22A12",FALSE
"NRXN2","NRXN2",FALSE
"AP001092.4","AP001092.4",FALSE
"RASGRP2","RASGRP2",FALSE
"PYGM","PYGM",FALSE
"SF1","SF1",FALSE
"AP001462.6","AP001462.6",FALSE
"RP11-869B15.1","RP11-869B15.1",FALSE
"MAP4K2","MAP4K2",FALSE
"MEN1","MEN1",FALSE
"CDC42BPG","CDC42BPG",FALSE
"EHD1","EHD1",FALSE
"RP11-665N17.4","RP11-665N17.4",FALSE
"MIR194-2","MIR194-2",FALSE
"ATG2A","ATG2A",FALSE
"PPP2R5B","PPP2R5B",FALSE
"GPHA2","GPHA2",FALSE
"C11orf85","C11orf85",FALSE
"BATF2","BATF2",FALSE
"ARL2","ARL2",FALSE
"RP11-399J13.3","RP11-399J13.3",FALSE
"SNX15","SNX15",FALSE
"SAC3D1","SAC3D1",FALSE
"NAALADL1","NAALADL1",FALSE
"CDCA5","CDCA5",FALSE
"ZFPL1","ZFPL1",FALSE
"TMEM262","TMEM262",FALSE
"VPS51","VPS51",FALSE
"AP003068.9","AP003068.9",FALSE
"TM7SF2","TM7SF2",FALSE
"ZNHIT2","ZNHIT2",FALSE
"AP003068.12","AP003068.12",FALSE
"FAU","FAU",FALSE
"SYVN1","SYVN1",FALSE
"MRPL49","MRPL49",FALSE
"SPDYC","SPDYC",FALSE
"AP003068.23","AP003068.23",FALSE
"CAPN1","CAPN1",FALSE
"POLA2","POLA2",FALSE
"CDC42EP2","CDC42EP2",FALSE
"DPF2","DPF2",FALSE
"TIGD3","TIGD3",FALSE
"RP11-867O8.5","RP11-867O8.5",FALSE
"SLC25A45","SLC25A45",FALSE
"FRMD8","FRMD8",FALSE
"NEAT1","NEAT1",FALSE
"AP000769.1","AP000769.1",FALSE
"MALAT1","MALAT1",FALSE
"AP000769.7","AP000769.7",FALSE
"SCYL1","SCYL1",FALSE
"LTBP3","LTBP3",FALSE
"SSSCA1-AS1","SSSCA1-AS1",FALSE
"SSSCA1","SSSCA1",FALSE
"FAM89B","FAM89B",FALSE
"EHBP1L1","EHBP1L1",FALSE
"AP001362.1","AP001362.1",FALSE
"KCNK7","KCNK7",FALSE
"MAP3K11","MAP3K11",FALSE
"PCNXL3","PCNXL3",FALSE
"SIPA1","SIPA1",FALSE
"RELA","RELA",FALSE
"KAT5","KAT5",FALSE
"RNASEH2C","RNASEH2C",FALSE
"RP11-770G2.2","RP11-770G2.2",FALSE
"AP5B1","AP5B1",FALSE
"OVOL1","OVOL1",FALSE
"OVOL1-AS1","OVOL1-AS1",FALSE
"RP11-770G2.5","RP11-770G2.5",FALSE
"CFL1","CFL1",FALSE
"SNX32","SNX32",FALSE
"MUS81","MUS81",FALSE
"EFEMP2","EFEMP2",FALSE
"CTSW","CTSW",FALSE
"FIBP","FIBP",FALSE
"CCDC85B","CCDC85B",FALSE
"FOSL1","FOSL1",FALSE
"C11orf68","C11orf68",FALSE
"DRAP1","DRAP1",FALSE
"SART1","SART1",FALSE
"EIF1AD","EIF1AD",FALSE
"BANF1","BANF1",FALSE
"CST6","CST6",FALSE
"CATSPER1","CATSPER1",FALSE
"GAL3ST3","GAL3ST3",FALSE
"SF3B2","SF3B2",FALSE
"RP11-1167A19.2","RP11-1167A19.2",FALSE
"PACS1","PACS1",FALSE
"RP11-755F10.1","RP11-755F10.1",FALSE
"KLC2","KLC2",FALSE
"RP11-755F10.3","RP11-755F10.3",FALSE
"RP11-867G23.1","RP11-867G23.1",FALSE
"RP11-867G23.2","RP11-867G23.2",FALSE
"RAB1B","RAB1B",FALSE
"RP11-867G23.3","RP11-867G23.3",FALSE
"RP11-867G23.4","RP11-867G23.4",FALSE
"CNIH2","CNIH2",FALSE
"YIF1A","YIF1A",FALSE
"TMEM151A","TMEM151A",FALSE
"RP11-867G23.13","RP11-867G23.13",FALSE
"CD248","CD248",FALSE
"RIN1","RIN1",FALSE
"RP11-867G23.12","RP11-867G23.12",FALSE
"BRMS1","BRMS1",FALSE
"B3GNT1","B3GNT1",FALSE
"RP11-867G23.8","RP11-867G23.8",FALSE
"SLC29A2","SLC29A2",FALSE
"NPAS4","NPAS4",FALSE
"MRPL11","MRPL11",FALSE
"PELI3","PELI3",FALSE
"CTD-3074O7.5","CTD-3074O7.5",FALSE
"DPP3","DPP3",FALSE
"CTD-3074O7.11","CTD-3074O7.11",FALSE
"BBS1","BBS1",FALSE
"ZDHHC24","ZDHHC24",FALSE
"CTD-3074O7.12","CTD-3074O7.12",FALSE
"CTD-3074O7.2","CTD-3074O7.2",FALSE
"CTSF","CTSF",FALSE
"CCDC87","CCDC87",FALSE
"CCS","CCS",FALSE
"RBM14","RBM14",FALSE
"RBM4","RBM4",FALSE
"RBM14-RBM4","RBM14-RBM4",FALSE
"RBM4B","RBM4B",FALSE
"RP11-658F2.8","RP11-658F2.8",FALSE
"SPTBN2","SPTBN2",FALSE
"C11orf80","C11orf80",FALSE
"RCE1","RCE1",FALSE
"PC","PC",FALSE
"LRFN4","LRFN4",FALSE
"C11orf86","C11orf86",FALSE
"SYT12","SYT12",FALSE
"RHOD","RHOD",FALSE
"KDM2A","KDM2A",FALSE
"AP001885.1","AP001885.1",FALSE
"ADRBK1","ADRBK1",FALSE
"ANKRD13D","ANKRD13D",FALSE
"SSH3","SSH3",FALSE
"POLD4","POLD4",FALSE
"CLCF1","CLCF1",FALSE
"RAD9A","RAD9A",FALSE
"PPP1CA","PPP1CA",FALSE
"TBC1D10C","TBC1D10C",FALSE
"CARNS1","CARNS1",FALSE
"RPS6KB2","RPS6KB2",FALSE
"AP003419.16","AP003419.16",FALSE
"PTPRCAP","PTPRCAP",FALSE
"CORO1B","CORO1B",FALSE
"GPR152","GPR152",FALSE
"CABP4","CABP4",FALSE
"CTC-1337H24.1","CTC-1337H24.1",FALSE
"CTC-1337H24.2","CTC-1337H24.2",FALSE
"TMEM134","TMEM134",FALSE
"AIP","AIP",FALSE
"PITPNM1","PITPNM1",FALSE
"CDK2AP2","CDK2AP2",FALSE
"CABP2","CABP2",FALSE
"GSTP1","GSTP1",FALSE
"C11orf72","C11orf72",FALSE
"RP11-655M14.12","RP11-655M14.12",FALSE
"NDUFV1","NDUFV1",FALSE
"RP11-655M14.13","RP11-655M14.13",FALSE
"NUDT8","NUDT8",FALSE
"TBX10","TBX10",FALSE
"ACY3","ACY3",FALSE
"ALDH3B2","ALDH3B2",FALSE
"RP11-119D9.1","RP11-119D9.1",FALSE
"RP5-903G2.2","RP5-903G2.2",FALSE
"UNC93B1","UNC93B1",FALSE
"ALDH3B1","ALDH3B1",FALSE
"RP5-901A4.1","RP5-901A4.1",FALSE
"NDUFS8","NDUFS8",FALSE
"TCIRG1","TCIRG1",FALSE
"RP11-802E16.3","RP11-802E16.3",FALSE
"CHKA","CHKA",FALSE
"CTD-2655K5.1","CTD-2655K5.1",FALSE
"SUV420H1","SUV420H1",FALSE
"C11orf24","C11orf24",FALSE
"LRP5","LRP5",FALSE
"PPP6R3","PPP6R3",FALSE
"CTD-2007L18.5","CTD-2007L18.5",FALSE
"GAL","GAL",FALSE
"MTL5","MTL5",FALSE
"CPT1A","CPT1A",FALSE
"RP11-757G1.6","RP11-757G1.6",FALSE
"MRPL21","MRPL21",FALSE
"IGHMBP2","IGHMBP2",FALSE
"RP11-757G1.5","RP11-757G1.5",FALSE
"MRGPRD","MRGPRD",FALSE
"RP11-554A11.5","RP11-554A11.5",FALSE
"MRGPRF","MRGPRF",FALSE
"RP11-554A11.6","RP11-554A11.6",FALSE
"TPCN2","TPCN2",FALSE
"RP11-554A11.7","RP11-554A11.7",FALSE
"RP11-554A11.8","RP11-554A11.8",FALSE
"RP11-554A11.9","RP11-554A11.9",FALSE
"MYEOV","MYEOV",FALSE
"RP11-211G23.2","RP11-211G23.2",FALSE
"RP11-211G23.1","RP11-211G23.1",FALSE
"AP000439.1","AP000439.1",FALSE
"AP000439.2","AP000439.2",FALSE
"AP000439.5","AP000439.5",FALSE
"AP000439.3","AP000439.3",FALSE
"CCND1","CCND1",FALSE
"ORAOV1","ORAOV1",FALSE
"FGF19","FGF19",FALSE
"AP001888.1","AP001888.1",FALSE
"FGF4","FGF4",FALSE
"FGF3","FGF3",FALSE
"RP11-626H12.1","RP11-626H12.1",FALSE
"RP11-626H12.2","RP11-626H12.2",FALSE
"RP11-626H12.3","RP11-626H12.3",FALSE
"ANO1-AS2","ANO1-AS2",FALSE
"ANO1","ANO1",FALSE
"ANO1-AS1","ANO1-AS1",FALSE
"FADD","FADD",FALSE
"RP11-805J14.5","RP11-805J14.5",FALSE
"PPFIA1","PPFIA1",FALSE
"AP000487.6","AP000487.6",FALSE
"CTA-797E19.2","CTA-797E19.2",FALSE
"AP000487.4","AP000487.4",FALSE
"AP000487.5","AP000487.5",FALSE
"CTTN","CTTN",FALSE
"SHANK2","SHANK2",FALSE
"SHANK2-AS1","SHANK2-AS1",FALSE
"SHANK2-AS2","SHANK2-AS2",FALSE
"SHANK2-AS3","SHANK2-AS3",FALSE
"DHCR7","DHCR7",FALSE
"RP11-660L16.2","RP11-660L16.2",FALSE
"NADSYN1","NADSYN1",FALSE
"KRTAP5-7","KRTAP5-7",FALSE
"KRTAP5-8","KRTAP5-8",FALSE
"KRTAP5-9","KRTAP5-9",FALSE
"KRTAP5-10","KRTAP5-10",FALSE
"KRTAP5-11","KRTAP5-11",FALSE
"AP000867.1","AP000867.1",FALSE
"RP11-167J8.3","RP11-167J8.3",FALSE
"FAM86C1","FAM86C1",FALSE
"DEFB108B","DEFB108B",FALSE
"RP11-849H4.2","RP11-849H4.2",FALSE
"RNF121","RNF121",FALSE
"IL18BP","IL18BP",FALSE
"NUMA1","NUMA1",FALSE
"RP11-849H4.4","RP11-849H4.4",FALSE
"LRTOMT","LRTOMT",FALSE
"LAMTOR1","LAMTOR1",FALSE
"ANAPC15","ANAPC15",FALSE
"FOLR3","FOLR3",FALSE
"RP11-807H22.7","RP11-807H22.7",FALSE
"FOLR1","FOLR1",FALSE
"FOLR2","FOLR2",FALSE
"INPPL1","INPPL1",FALSE
"PHOX2A","PHOX2A",FALSE
"CLPB","CLPB",FALSE
"AP000593.7","AP000593.7",FALSE
"RP11-45F15.1","RP11-45F15.1",FALSE
"RP11-45F15.2","RP11-45F15.2",FALSE
"RP11-7N14.1","RP11-7N14.1",FALSE
"RP11-169D4.1","RP11-169D4.1",FALSE
"PDE2A","PDE2A",FALSE
"RP11-169D4.2","RP11-169D4.2",FALSE
"RP11-31L22.3","RP11-31L22.3",FALSE
"ARAP1","ARAP1",FALSE
"ARAP1-AS1","ARAP1-AS1",FALSE
"ARAP1-AS2","ARAP1-AS2",FALSE
"STARD10","STARD10",FALSE
"ATG16L2","ATG16L2",FALSE
"FCHSD2","FCHSD2",FALSE
"RP11-800A3.3","RP11-800A3.3",FALSE
"RP11-800A3.2","RP11-800A3.2",FALSE
"P2RY2","P2RY2",FALSE
"P2RY6","P2RY6",FALSE
"RP11-800A3.7","RP11-800A3.7",FALSE
"ARHGEF17","ARHGEF17",FALSE
"RELT","RELT",FALSE
"RP11-809N8.2","RP11-809N8.2",FALSE
"FAM168A","FAM168A",FALSE
"RP11-809N8.4","RP11-809N8.4",FALSE
"PLEKHB1","PLEKHB1",FALSE
"RAB6A","RAB6A",FALSE
"RP11-456I15.2","RP11-456I15.2",FALSE
"RP11-707G14.1","RP11-707G14.1",FALSE
"MRPL48","MRPL48",FALSE
"COA4","COA4",FALSE
"PAAF1","PAAF1",FALSE
"RP11-707G14.7","RP11-707G14.7",FALSE
"DNAJB13","DNAJB13",FALSE
"RP11-167N4.2","RP11-167N4.2",FALSE
"UCP2","UCP2",FALSE
"UCP3","UCP3",FALSE
"C2CD3","C2CD3",FALSE
"PPME1","PPME1",FALSE
"P4HA3","P4HA3",FALSE
"RP11-632K5.3","RP11-632K5.3",FALSE
"PGM2L1","PGM2L1",FALSE
"RP11-702H23.4","RP11-702H23.4",FALSE
"KCNE3","KCNE3",FALSE
"RP11-702H23.6","RP11-702H23.6",FALSE
"LIPT2","LIPT2",FALSE
"AP001372.2","AP001372.2",FALSE
"POLD3","POLD3",FALSE
"CHRDL2","CHRDL2",FALSE
"RNF169","RNF169",FALSE
"XRRA1","XRRA1",FALSE
"SPCS2","SPCS2",FALSE
"NEU3","NEU3",FALSE
"OR2AT4","OR2AT4",FALSE
"CTD-2562J17.2","CTD-2562J17.2",FALSE
"SLCO2B1","SLCO2B1",FALSE
"CTD-2562J17.4","CTD-2562J17.4",FALSE
"TPBGL","TPBGL",FALSE
"CTD-2562J17.7","CTD-2562J17.7",FALSE
"ARRB1","ARRB1",FALSE
"CTD-2562J17.9","CTD-2562J17.9",FALSE
"RPS3","RPS3",FALSE
"KLHL35","KLHL35",FALSE
"GDPD5","GDPD5",FALSE
"SERPINH1","SERPINH1",FALSE
"CTD-2530H12.4","CTD-2530H12.4",FALSE
"MAP6","MAP6",FALSE
"MOGAT2","MOGAT2",FALSE
"CTD-2530H12.1","CTD-2530H12.1",FALSE
"DGAT2","DGAT2",FALSE
"RP11-535A19.1","RP11-535A19.1",FALSE
"RP11-535A19.2","RP11-535A19.2",FALSE
"UVRAG","UVRAG",FALSE
"CTD-2011F17.2","CTD-2011F17.2",FALSE
"WNT11","WNT11",FALSE
"RP11-619A14.2","RP11-619A14.2",FALSE
"RP11-619A14.3","RP11-619A14.3",FALSE
"PRKRIR","PRKRIR",FALSE
"RP11-111M22.2","RP11-111M22.2",FALSE
"RP11-111M22.3","RP11-111M22.3",FALSE
"C11orf30","C11orf30",FALSE
"RP11-672A2.6","RP11-672A2.6",FALSE
"RP11-672A2.5","RP11-672A2.5",FALSE
"RP11-672A2.4","RP11-672A2.4",FALSE
"AP001189.4","AP001189.4",FALSE
"LRRC32","LRRC32",FALSE
"RP11-672A2.3","RP11-672A2.3",FALSE
"RP11-672A2.1","RP11-672A2.1",FALSE
"RP11-21L23.4","RP11-21L23.4",FALSE
"TSKU","TSKU",FALSE
"RP11-21L23.3","RP11-21L23.3",FALSE
"ACER3","ACER3",FALSE
"CTD-2547H18.1","CTD-2547H18.1",FALSE
"B3GNT6","B3GNT6",FALSE
"CAPN5","CAPN5",FALSE
"OMP","OMP",FALSE
"MYO7A","MYO7A",FALSE
"GDPD4","GDPD4",FALSE
"PAK1","PAK1",FALSE
"DKFZP434E1119","DKFZP434E1119",FALSE
"CLNS1A","CLNS1A",FALSE
"AQP11","AQP11",FALSE
"RSF1","RSF1",FALSE
"AAMDC","AAMDC",FALSE
"RP11-91P24.7","RP11-91P24.7",FALSE
"RP11-91P24.5","RP11-91P24.5",FALSE
"RP11-91P24.6","RP11-91P24.6",FALSE
"INTS4","INTS4",FALSE
"RP11-7I15.3","RP11-7I15.3",FALSE
"KCTD14","KCTD14",FALSE
"NDUFC2-KCTD14","NDUFC2-KCTD14",FALSE
"RP11-7I15.4","RP11-7I15.4",FALSE
"THRSP","THRSP",FALSE
"NDUFC2","NDUFC2",FALSE
"ALG8","ALG8",FALSE
"KCTD21-AS1","KCTD21-AS1",FALSE
"KCTD21","KCTD21",FALSE
"USP35","USP35",FALSE
"GAB2","GAB2",FALSE
"RP11-452H21.1","RP11-452H21.1",FALSE
"RP11-452H21.2","RP11-452H21.2",FALSE
"RP11-452H21.4","RP11-452H21.4",FALSE
"NARS2","NARS2",FALSE
"RP11-843A23.1","RP11-843A23.1",FALSE
"TENM4","TENM4",FALSE
"RP11-673F18.1","RP11-673F18.1",FALSE
"CTD-2337I7.1","CTD-2337I7.1",FALSE
"RP11-802F5.1","RP11-802F5.1",FALSE
"RP11-258O13.1","RP11-258O13.1",FALSE
"CTD-2555I5.1","CTD-2555I5.1",FALSE
"RP11-686G23.2","RP11-686G23.2",FALSE
"RP11-179A16.1","RP11-179A16.1",FALSE
"RP11-876F14.1","RP11-876F14.1",FALSE
"RP11-179A16.2","RP11-179A16.2",FALSE
"FAM181B","FAM181B",FALSE
"RP11-718B12.2","RP11-718B12.2",FALSE
"PRCP","PRCP",FALSE
"C11orf82","C11orf82",FALSE
"RAB30","RAB30",FALSE
"RAB30-AS1","RAB30-AS1",FALSE
"RP11-113K21.4","RP11-113K21.4",FALSE
"PCF11","PCF11",FALSE
"RP11-727A23.11","RP11-727A23.11",FALSE
"ANKRD42","ANKRD42",FALSE
"RP11-727A23.7","RP11-727A23.7",FALSE
"CCDC90B","CCDC90B",FALSE
"RP11-727A23.10","RP11-727A23.10",FALSE
"DLG2","DLG2",FALSE
"RP11-160H12.2","RP11-160H12.2",FALSE
"CTD-2537O9.1","CTD-2537O9.1",FALSE
"AP000857.3","AP000857.3",FALSE
"TMEM126B","TMEM126B",FALSE
"TMEM126A","TMEM126A",FALSE
"CREBZF","CREBZF",FALSE
"CCDC89","CCDC89",FALSE
"SYTL2","SYTL2",FALSE
"AP000974.1","AP000974.1",FALSE
"CCDC83","CCDC83",FALSE
"RP11-90K17.2","RP11-90K17.2",FALSE
"PICALM","PICALM",FALSE
"RP11-12D16.2","RP11-12D16.2",FALSE
"EED","EED",FALSE
"C11orf73","C11orf73",FALSE
"CCDC81","CCDC81",FALSE
"RP11-317J19.1","RP11-317J19.1",FALSE
"ME3","ME3",FALSE
"CTD-2005H7.1","CTD-2005H7.1",FALSE
"CTD-2005H7.2","CTD-2005H7.2",FALSE
"PRSS23","PRSS23",FALSE
"AP000654.4","AP000654.4",FALSE
"RP11-736K20.5","RP11-736K20.5",FALSE
"FZD4","FZD4",FALSE
"RP11-736K20.6","RP11-736K20.6",FALSE
"TMEM135","TMEM135",FALSE
"RP11-720D4.3","RP11-720D4.3",FALSE
"RP11-164N3.1","RP11-164N3.1",FALSE
"RP11-164N3.2","RP11-164N3.2",FALSE
"RP11-164N3.3","RP11-164N3.3",FALSE
"RAB38","RAB38",FALSE
"CTSC","CTSC",FALSE
"GRM5-AS1","GRM5-AS1",FALSE
"GRM5","GRM5",FALSE
"TYR","TYR",FALSE
"NOX4","NOX4",FALSE
"RP11-643G5.6","RP11-643G5.6",FALSE
"TRIM77","TRIM77",FALSE
"RP11-313I2.11","RP11-313I2.11",FALSE
"TRIM49","TRIM49",FALSE
"TRIM64B","TRIM64B",FALSE
"TRIM49D1","TRIM49D1",FALSE
"TRIM49C","TRIM49C",FALSE
"NAALAD2","NAALAD2",FALSE
"CHORDC1","CHORDC1",FALSE
"RP11-699F16.2","RP11-699F16.2",FALSE
"RP11-201M22.1","RP11-201M22.1",FALSE
"FAT3","FAT3",FALSE
"RP11-675M1.2","RP11-675M1.2",FALSE
"RP11-203F8.1","RP11-203F8.1",FALSE
"RP11-676F20.1","RP11-676F20.1",FALSE
"MTNR1B","MTNR1B",FALSE
"SLC36A4","SLC36A4",FALSE
"RP11-755E23.3","RP11-755E23.3",FALSE
"CCDC67","CCDC67",FALSE
"SMCO4","SMCO4",FALSE
"KIAA1731","KIAA1731",FALSE
"SCARNA9","SCARNA9",FALSE
"TAF1D","TAF1D",FALSE
"C11orf54","C11orf54",FALSE
"MED17","MED17",FALSE
"VSTM5","VSTM5",FALSE
"HEPHL1","HEPHL1",FALSE
"PANX1","PANX1",FALSE
"RP11-680H20.2","RP11-680H20.2",FALSE
"FOLR4","FOLR4",FALSE
"GPR83","GPR83",FALSE
"MRE11A","MRE11A",FALSE
"RP11-685N10.1","RP11-685N10.1",FALSE
"ANKRD49","ANKRD49",FALSE
"LINC01171","LINC01171",FALSE
"PIWIL4","PIWIL4",FALSE
"FUT4","FUT4",FALSE
"RP11-867G2.8","RP11-867G2.8",FALSE
"RP11-867G2.5","RP11-867G2.5",FALSE
